,url,label
0,https://www.tno.nl/,0
1,https://www.tno.nl/automated-security,1
2,https://www.tno.nl/nl/aandachtsgebieden/defensie-veiligheid/roadmaps/operations-human-factors/operationele-analyse-in-het-veld-bij-militaire-operaties/,1
3,https://letsencrypt.org/,0
4,https://stackoverflow.com/,0
5,https://linkedin.com,0
6,https://www.ncl.ac.uk/computing/,0
7,https://example.com/foo?bar,0
8,https://example.com/foo/foo/foo?bar/bar/bar,0
9,https://example.com/?bar,0
10,https://example.com/?@bar._=???/1:,0
11,https://example.com/?bar1=a&bar2=b,0
12,https://earthlnkprofilesss.weebly.com/,1
13,https://improwise.cf/raiff/otpapp/Verifi/sms-kod,1
14,https://livestudentccc-my.sharepoint.com/personal/mngo2_student_ccc_edu/_layouts/15/guestaccess.aspx?guestaccesstoken=GSb96kCA%2bNfzqFJA4g40K%2bvSe0zbkn%2ftQniCmJlOUyE%3d&docid=1_1fd641f5e5dfb4160ae5de4193ec305f0&wdFormId=%7B19D36BF3%2DE624%2D4F30%2DB939%2DA34EE0E4B74D%7D,1
15,https://www.appledarwin.com/ipod-touch/?cid=oas-japac-domains-ipod.com.cn/oplata23/index.php,1
16,https://boydsglobalinteriors.com/web,1
17,https://ing-pagina.nl/index.php/false/false/py1n.html/discovercard.com/dfs/accounthome/summary/-www.schwab.com/secure.accurint.com/unfcu2.org/login1/wachovia.com/myaccounts.aspx/investing.schwab.com/secure/schwab,1
18,https://www.app-aggiorna.com/index.php/d0%c3%af%c2%bf%c2%bd%c3%90%c2%be%c3%90%c2%bc%c3%90%c2%bf%c3%90%c2%b0%c3%90%c2%bd%c3%90%c2%b8%c3%91%c2%8f:%c3%90%c2%9c.%c3%90%c2%92%c3%90%c2%b8%c3%90%c2%b4%c3%90%c2%b5%c3%90%c2%be-%c3%90%c2%ad%c3%90%c2%bb%c3%91%c2%8c%c3%90%c2%b4%c3%90%c2%be%c3%91%c2%80%c3%90%c2%b0%c3%90%c2%b4%c3%90%c2%be,1
19,https://azio.com.my/wp-content/plugins/adminimize/inc-options/htdocs/,1
20,https://www14.semanasemprequente.com/NgLAeOYvGoAyp/1403/proAqcRqoUPX/29372384/ar-condicionado-split-hw-inverter-gree-eco-garden-12.000-btus-quente-frio-220v,1
21,https://puqi.aymkampus-sangatmempesona.merahdanpinki.sukabecandah.com/us/signin,1
22,https://community-176229.github.io/articulo/seller/,1
23,https://whatsapp.in1.chat/,1
24,https://sportseyewear.bounceme.net/Chase.com/Fullz/Homepage.php?https://chaseonline.chase.com/Logon.aspx?LOB=RBGLogon,1
25,https://verxing.000webhostapp.com/,1
26,https://megasekuritas.id/login.htm,1
